,week,staff_id,staff_name,role,service,present,month,available_beds,patients_request,patients_admitted,patients_refused,patient_satisfaction,staff_morale,event,avg_patient_satisfaction,avg_patient_age,total_patients
4693,14,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,4,51,47,47,0,86,76,none,78.57438017,46.19421488,242
4694,15,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,4,53,179,53,126,90,76,flu,78.57438017,46.19421488,242
4695,16,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,4,39,41,39,2,85,66,none,78.57438017,46.19421488,242
4696,17,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,5,33,76,33,43,75,63,none,78.57438017,46.19421488,242
4697,18,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,5,31,25,25,0,96,62,strike,78.57438017,46.19421488,242
4698,19,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,5,43,60,43,17,85,86,none,78.57438017,46.19421488,242
4699,20,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,5,40,70,40,30,64,71,none,78.57438017,46.19421488,242
4700,21,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,6,45,70,45,25,95,82,none,78.57438017,46.19421488,242
4701,22,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,6,46,36,36,0,87,88,donation,78.57438017,46.19421488,242
4702,23,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,6,27,81,27,54,94,77,donation,78.57438017,46.19421488,242
4703,24,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,6,47,66,47,19,94,97,none,78.57438017,46.19421488,242
4704,25,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,7,36,51,36,15,81,62,none,78.57438017,46.19421488,242
4705,26,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,7,43,72,43,29,80,85,none,78.57438017,46.19421488,242
4706,27,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,7,36,61,36,25,66,95,none,78.57438017,46.19421488,242
4707,28,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,7,26,36,26,10,90,68,none,78.57438017,46.19421488,242
4708,29,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,8,30,62,30,32,60,52,none,78.57438017,46.19421488,242
4709,30,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,8,38,47,38,9,77,96,none,78.57438017,46.19421488,242
4710,31,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,8,45,60,45,15,85,57,none,78.57438017,46.19421488,242
4711,32,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,8,34,59,34,25,65,67,none,78.57438017,46.19421488,242
4712,33,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,9,51,98,51,47,86,98,none,78.57438017,46.19421488,242
4713,34,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,9,48,56,48,8,80,63,none,78.57438017,46.19421488,242
4714,35,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,9,41,40,40,0,64,79,none,78.57438017,46.19421488,242
4715,36,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,9,59,54,54,0,86,83,none,78.57438017,46.19421488,242
4716,37,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,10,58,48,48,0,93,55,none,78.57438017,46.19421488,242
4717,38,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,10,63,78,63,15,78,70,none,78.57438017,46.19421488,242
4718,39,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,10,48,59,48,11,89,72,strike,78.57438017,46.19421488,242
4719,40,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,10,47,107,47,60,66,52,none,78.57438017,46.19421488,242
4720,41,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,11,50,70,50,20,84,53,none,78.57438017,46.19421488,242
4721,42,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,11,67,114,67,47,65,86,none,78.57438017,46.19421488,242
4722,43,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,11,42,49,42,7,79,77,none,78.57438017,46.19421488,242
4723,44,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,11,57,70,57,13,92,69,none,78.57438017,46.19421488,242
4724,45,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,12,40,67,40,27,99,51,none,78.57438017,46.19421488,242
4725,46,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,12,41,29,29,0,81,58,strike,78.57438017,46.19421488,242
4726,47,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,12,55,92,55,37,97,82,none,78.57438017,46.19421488,242
4727,48,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,12,48,105,48,57,74,96,none,78.57438017,46.19421488,242
4728,49,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,12,72,63,63,0,92,87,none,78.57438017,46.19421488,242
4729,50,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,12,72,57,57,0,79,60,none,78.57438017,46.19421488,242
4730,51,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,0,12,74,285,74,211,95,89,flu,78.57438017,46.19421488,242
4731,52,STF-935c51f3,Matthew Mcmillan,nursing_assistant,general_medicine,1,12,65,225,65,160,82,40,flu,78.57438017,46.19421488,242
4732,1,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,1,37,201,37,164,97,43,flu,78.57438017,46.19421488,242
4733,2,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,1,43,183,43,140,73,93,flu,78.57438017,46.19421488,242
4734,3,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,1,37,58,37,21,95,63,none,78.57438017,46.19421488,242
4735,4,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,1,43,152,43,109,67,66,flu,78.57438017,46.19421488,242
4736,5,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,2,40,103,40,63,73,52,none,78.57438017,46.19421488,242
4737,6,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,2,69,90,69,21,72,81,none,78.57438017,46.19421488,242
4738,7,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,2,62,80,62,18,84,98,donation,78.57438017,46.19421488,242
4739,8,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,2,58,105,58,47,71,88,none,78.57438017,46.19421488,242
4740,9,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,3,38,78,38,40,63,60,none,78.57438017,46.19421488,242
4741,10,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,3,35,64,35,29,95,68,none,78.57438017,46.19421488,242
4742,11,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,3,35,50,35,15,75,75,none,78.57438017,46.19421488,242
4743,12,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,3,33,69,33,36,70,98,none,78.57438017,46.19421488,242
4744,13,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,4,33,72,33,39,73,70,none,78.57438017,46.19421488,242
4745,14,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,4,51,47,47,0,86,76,none,78.57438017,46.19421488,242
4746,15,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,4,53,179,53,126,90,76,flu,78.57438017,46.19421488,242
4747,16,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,4,39,41,39,2,85,66,none,78.57438017,46.19421488,242
4748,17,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,5,33,76,33,43,75,63,none,78.57438017,46.19421488,242
4749,18,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,5,31,25,25,0,96,62,strike,78.57438017,46.19421488,242
4750,19,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,5,43,60,43,17,85,86,none,78.57438017,46.19421488,242
4751,20,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,5,40,70,40,30,64,71,none,78.57438017,46.19421488,242
4752,21,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,6,45,70,45,25,95,82,none,78.57438017,46.19421488,242
4753,22,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,6,46,36,36,0,87,88,donation,78.57438017,46.19421488,242
4754,23,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,6,27,81,27,54,94,77,donation,78.57438017,46.19421488,242
4755,24,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,6,47,66,47,19,94,97,none,78.57438017,46.19421488,242
4756,25,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,7,36,51,36,15,81,62,none,78.57438017,46.19421488,242
4757,26,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,7,43,72,43,29,80,85,none,78.57438017,46.19421488,242
4758,27,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,7,36,61,36,25,66,95,none,78.57438017,46.19421488,242
4759,28,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,7,26,36,26,10,90,68,none,78.57438017,46.19421488,242
4760,29,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,8,30,62,30,32,60,52,none,78.57438017,46.19421488,242
4761,30,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,8,38,47,38,9,77,96,none,78.57438017,46.19421488,242
4762,31,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,8,45,60,45,15,85,57,none,78.57438017,46.19421488,242
4763,32,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,8,34,59,34,25,65,67,none,78.57438017,46.19421488,242
4764,33,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,9,51,98,51,47,86,98,none,78.57438017,46.19421488,242
4765,34,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,9,48,56,48,8,80,63,none,78.57438017,46.19421488,242
4766,35,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,9,41,40,40,0,64,79,none,78.57438017,46.19421488,242
4767,36,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,9,59,54,54,0,86,83,none,78.57438017,46.19421488,242
4768,37,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,10,58,48,48,0,93,55,none,78.57438017,46.19421488,242
4769,38,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,10,63,78,63,15,78,70,none,78.57438017,46.19421488,242
4770,39,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,10,48,59,48,11,89,72,strike,78.57438017,46.19421488,242
4771,40,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,10,47,107,47,60,66,52,none,78.57438017,46.19421488,242
4772,41,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,11,50,70,50,20,84,53,none,78.57438017,46.19421488,242
4773,42,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,11,67,114,67,47,65,86,none,78.57438017,46.19421488,242
4774,43,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,11,42,49,42,7,79,77,none,78.57438017,46.19421488,242
4775,44,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,11,57,70,57,13,92,69,none,78.57438017,46.19421488,242
4776,45,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,12,40,67,40,27,99,51,none,78.57438017,46.19421488,242
4777,46,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,12,41,29,29,0,81,58,strike,78.57438017,46.19421488,242
4778,47,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,12,55,92,55,37,97,82,none,78.57438017,46.19421488,242
4779,48,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,12,48,105,48,57,74,96,none,78.57438017,46.19421488,242
4780,49,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,12,72,63,63,0,92,87,none,78.57438017,46.19421488,242
4781,50,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,12,72,57,57,0,79,60,none,78.57438017,46.19421488,242
4782,51,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,0,12,74,285,74,211,95,89,flu,78.57438017,46.19421488,242
4783,52,STF-a2ef0542,Brian Rodriguez,nursing_assistant,general_medicine,1,12,65,225,65,160,82,40,flu,78.57438017,46.19421488,242
4784,1,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,1,22,31,22,9,84,91,flu,79.92116183,44.21576763,241
4785,2,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,1,16,7,7,0,79,85,donation,79.92116183,44.21576763,241
4786,3,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,1,20,21,20,1,82,89,none,79.92116183,44.21576763,241
4787,4,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,1,20,21,20,1,64,85,flu,79.92116183,44.21576763,241
4788,5,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,2,22,13,13,0,73,88,none,79.92116183,44.21576763,241
4789,6,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,2,14,12,12,0,87,51,none,79.92116183,44.21576763,241
4790,7,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,2,21,47,21,26,72,83,flu,79.92116183,44.21576763,241
4791,8,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,2,12,10,10,0,76,98,none,79.92116183,44.21576763,241
4792,9,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,3,11,20,11,9,97,73,none,79.92116183,44.21576763,241
4793,10,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,3,13,8,8,0,91,56,none,79.92116183,44.21576763,241
4794,11,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,3,14,17,14,3,61,50,none,79.92116183,44.21576763,241
4795,12,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,3,16,13,13,0,79,94,donation,79.92116183,44.21576763,241
4796,13,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,4,17,12,12,0,66,52,none,79.92116183,44.21576763,241
4797,14,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,4,10,16,10,6,92,54,none,79.92116183,44.21576763,241
4798,15,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,4,14,11,11,0,92,52,none,79.92116183,44.21576763,241
4799,16,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,4,18,15,15,0,98,78,none,79.92116183,44.21576763,241
4800,17,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,5,14,17,14,3,87,83,none,79.92116183,44.21576763,241
4801,18,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,5,12,9,9,0,63,55,none,79.92116183,44.21576763,241
4802,19,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,5,14,17,14,3,68,61,none,79.92116183,44.21576763,241
4803,20,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,5,10,14,10,4,85,65,none,79.92116183,44.21576763,241
4804,21,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,6,12,9,9,0,69,54,none,79.92116183,44.21576763,241
4805,22,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,6,9,6,6,0,92,82,none,79.92116183,44.21576763,241
4806,23,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,6,17,12,12,0,85,83,none,79.92116183,44.21576763,241
4807,24,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,6,9,9,9,0,91,73,none,79.92116183,44.21576763,241
4808,25,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,7,8,6,6,0,71,90,none,79.92116183,44.21576763,241
4809,26,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,7,14,8,8,0,98,63,none,79.92116183,44.21576763,241
4810,27,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,7,15,10,10,0,86,51,none,79.92116183,44.21576763,241
4811,28,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,7,12,8,8,0,86,59,none,79.92116183,44.21576763,241
4812,29,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,8,14,15,14,1,84,82,none,79.92116183,44.21576763,241
4813,30,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,8,8,7,7,0,62,65,none,79.92116183,44.21576763,241
4814,31,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,8,8,12,8,4,87,86,none,79.92116183,44.21576763,241
4815,32,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,8,11,15,11,4,84,51,none,79.92116183,44.21576763,241
4816,33,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,9,11,13,11,2,94,50,none,79.92116183,44.21576763,241
4817,34,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,9,10,7,7,0,72,53,none,79.92116183,44.21576763,241
4818,35,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,9,18,5,5,0,82,64,none,79.92116183,44.21576763,241
4819,36,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,9,15,5,5,0,83,64,none,79.92116183,44.21576763,241
4820,37,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,10,13,20,13,7,82,65,none,79.92116183,44.21576763,241
4821,38,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,10,20,18,18,0,81,70,none,79.92116183,44.21576763,241
4822,39,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,10,11,15,11,4,95,50,none,79.92116183,44.21576763,241
4823,40,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,10,12,15,12,3,97,84,none,79.92116183,44.21576763,241
4824,41,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,11,21,20,20,0,77,96,none,79.92116183,44.21576763,241
4825,42,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,11,16,12,12,0,80,55,none,79.92116183,44.21576763,241
4826,43,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,11,18,12,12,0,89,87,none,79.92116183,44.21576763,241
4827,44,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,11,12,16,12,4,73,87,none,79.92116183,44.21576763,241
4828,45,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,12,18,42,18,24,70,54,flu,79.92116183,44.21576763,241
4829,46,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,12,23,28,23,5,89,75,flu,79.92116183,44.21576763,241
4830,47,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,12,13,16,13,3,76,82,none,79.92116183,44.21576763,241
4831,48,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,12,16,23,16,7,98,76,none,79.92116183,44.21576763,241
4832,49,STF-98fd6aad,Denise Jacobs,doctor,ICU,1,12,16,22,16,6,83,64,none,79.92116183,44.21576763,241
4833,50,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,12,22,13,13,0,65,57,none,79.92116183,44.21576763,241
4834,51,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,12,18,15,15,0,87,80,none,79.92116183,44.21576763,241
4835,52,STF-98fd6aad,Denise Jacobs,doctor,ICU,0,12,22,24,22,2,80,96,none,79.92116183,44.21576763,241
4836,1,STF-84efb3e5,Christina Walters,doctor,ICU,1,1,22,31,22,9,84,91,flu,79.92116183,44.21576763,241
4837,2,STF-84efb3e5,Christina Walters,doctor,ICU,1,1,16,7,7,0,79,85,donation,79.92116183,44.21576763,241
4838,3,STF-84efb3e5,Christina Walters,doctor,ICU,0,1,20,21,20,1,82,89,none,79.92116183,44.21576763,241
4839,4,STF-84efb3e5,Christina Walters,doctor,ICU,1,1,20,21,20,1,64,85,flu,79.92116183,44.21576763,241
4840,5,STF-84efb3e5,Christina Walters,doctor,ICU,1,2,22,13,13,0,73,88,none,79.92116183,44.21576763,241
4841,6,STF-84efb3e5,Christina Walters,doctor,ICU,0,2,14,12,12,0,87,51,none,79.92116183,44.21576763,241
4842,7,STF-84efb3e5,Christina Walters,doctor,ICU,1,2,21,47,21,26,72,83,flu,79.92116183,44.21576763,241
4843,8,STF-84efb3e5,Christina Walters,doctor,ICU,0,2,12,10,10,0,76,98,none,79.92116183,44.21576763,241
4844,9,STF-84efb3e5,Christina Walters,doctor,ICU,0,3,11,20,11,9,97,73,none,79.92116183,44.21576763,241
4845,10,STF-84efb3e5,Christina Walters,doctor,ICU,1,3,13,8,8,0,91,56,none,79.92116183,44.21576763,241
4846,11,STF-84efb3e5,Christina Walters,doctor,ICU,1,3,14,17,14,3,61,50,none,79.92116183,44.21576763,241
4847,12,STF-84efb3e5,Christina Walters,doctor,ICU,0,3,16,13,13,0,79,94,donation,79.92116183,44.21576763,241
4848,13,STF-84efb3e5,Christina Walters,doctor,ICU,1,4,17,12,12,0,66,52,none,79.92116183,44.21576763,241
4849,14,STF-84efb3e5,Christina Walters,doctor,ICU,0,4,10,16,10,6,92,54,none,79.92116183,44.21576763,241
4850,15,STF-84efb3e5,Christina Walters,doctor,ICU,0,4,14,11,11,0,92,52,none,79.92116183,44.21576763,241
4851,16,STF-84efb3e5,Christina Walters,doctor,ICU,1,4,18,15,15,0,98,78,none,79.92116183,44.21576763,241
4852,17,STF-84efb3e5,Christina Walters,doctor,ICU,1,5,14,17,14,3,87,83,none,79.92116183,44.21576763,241
4853,18,STF-84efb3e5,Christina Walters,doctor,ICU,0,5,12,9,9,0,63,55,none,79.92116183,44.21576763,241
4854,19,STF-84efb3e5,Christina Walters,doctor,ICU,1,5,14,17,14,3,68,61,none,79.92116183,44.21576763,241
4855,20,STF-84efb3e5,Christina Walters,doctor,ICU,1,5,10,14,10,4,85,65,none,79.92116183,44.21576763,241
4856,21,STF-84efb3e5,Christina Walters,doctor,ICU,0,6,12,9,9,0,69,54,none,79.92116183,44.21576763,241
4857,22,STF-84efb3e5,Christina Walters,doctor,ICU,1,6,9,6,6,0,92,82,none,79.92116183,44.21576763,241
4858,23,STF-84efb3e5,Christina Walters,doctor,ICU,1,6,17,12,12,0,85,83,none,79.92116183,44.21576763,241
4859,24,STF-84efb3e5,Christina Walters,doctor,ICU,0,6,9,9,9,0,91,73,none,79.92116183,44.21576763,241
4860,25,STF-84efb3e5,Christina Walters,doctor,ICU,1,7,8,6,6,0,71,90,none,79.92116183,44.21576763,241
4861,26,STF-84efb3e5,Christina Walters,doctor,ICU,1,7,14,8,8,0,98,63,none,79.92116183,44.21576763,241
4862,27,STF-84efb3e5,Christina Walters,doctor,ICU,0,7,15,10,10,0,86,51,none,79.92116183,44.21576763,241
4863,28,STF-84efb3e5,Christina Walters,doctor,ICU,0,7,12,8,8,0,86,59,none,79.92116183,44.21576763,241
4864,29,STF-84efb3e5,Christina Walters,doctor,ICU,1,8,14,15,14,1,84,82,none,79.92116183,44.21576763,241
4865,30,STF-84efb3e5,Christina Walters,doctor,ICU,0,8,8,7,7,0,62,65,none,79.92116183,44.21576763,241
4866,31,STF-84efb3e5,Christina Walters,doctor,ICU,1,8,8,12,8,4,87,86,none,79.92116183,44.21576763,241
4867,32,STF-84efb3e5,Christina Walters,doctor,ICU,1,8,11,15,11,4,84,51,none,79.92116183,44.21576763,241
4868,33,STF-84efb3e5,Christina Walters,doctor,ICU,0,9,11,13,11,2,94,50,none,79.92116183,44.21576763,241
4869,34,STF-84efb3e5,Christina Walters,doctor,ICU,1,9,10,7,7,0,72,53,none,79.92116183,44.21576763,241
4870,35,STF-84efb3e5,Christina Walters,doctor,ICU,1,9,18,5,5,0,82,64,none,79.92116183,44.21576763,241
4871,36,STF-84efb3e5,Christina Walters,doctor,ICU,0,9,15,5,5,0,83,64,none,79.92116183,44.21576763,241
4872,37,STF-84efb3e5,Christina Walters,doctor,ICU,0,10,13,20,13,7,82,65,none,79.92116183,44.21576763,241
4873,38,STF-84efb3e5,Christina Walters,doctor,ICU,1,10,20,18,18,0,81,70,none,79.92116183,44.21576763,241
4874,39,STF-84efb3e5,Christina Walters,doctor,ICU,0,10,11,15,11,4,95,50,none,79.92116183,44.21576763,241
4875,40,STF-84efb3e5,Christina Walters,doctor,ICU,1,10,12,15,12,3,97,84,none,79.92116183,44.21576763,241
4876,41,STF-84efb3e5,Christina Walters,doctor,ICU,1,11,21,20,20,0,77,96,none,79.92116183,44.21576763,241
4877,42,STF-84efb3e5,Christina Walters,doctor,ICU,0,11,16,12,12,0,80,55,none,79.92116183,44.21576763,241
4878,43,STF-84efb3e5,Christina Walters,doctor,ICU,1,11,18,12,12,0,89,87,none,79.92116183,44.21576763,241
4879,44,STF-84efb3e5,Christina Walters,doctor,ICU,1,11,12,16,12,4,73,87,none,79.92116183,44.21576763,241
4880,45,STF-84efb3e5,Christina Walters,doctor,ICU,0,12,18,42,18,24,70,54,flu,79.92116183,44.21576763,241
4881,46,STF-84efb3e5,Christina Walters,doctor,ICU,1,12,23,28,23,5,89,75,flu,79.92116183,44.21576763,241
4882,47,STF-84efb3e5,Christina Walters,doctor,ICU,1,12,13,16,13,3,76,82,none,79.92116183,44.21576763,241
4883,48,STF-84efb3e5,Christina Walters,doctor,ICU,0,12,16,23,16,7,98,76,none,79.92116183,44.21576763,241
4884,49,STF-84efb3e5,Christina Walters,doctor,ICU,0,12,16,22,16,6,83,64,none,79.92116183,44.21576763,241
4885,50,STF-84efb3e5,Christina Walters,doctor,ICU,0,12,22,13,13,0,65,57,none,79.92116183,44.21576763,241
4886,51,STF-84efb3e5,Christina Walters,doctor,ICU,0,12,18,15,15,0,87,80,none,79.92116183,44.21576763,241
4887,52,STF-84efb3e5,Christina Walters,doctor,ICU,1,12,22,24,22,2,80,96,none,79.92116183,44.21576763,241
4888,1,STF-5401ad3a,John Whitehead,doctor,ICU,1,1,22,31,22,9,84,91,flu,79.92116183,44.21576763,241
4889,2,STF-5401ad3a,John Whitehead,doctor,ICU,1,1,16,7,7,0,79,85,donation,79.92116183,44.21576763,241
4890,3,STF-5401ad3a,John Whitehead,doctor,ICU,0,1,20,21,20,1,82,89,none,79.92116183,44.21576763,241
4891,4,STF-5401ad3a,John Whitehead,doctor,ICU,1,1,20,21,20,1,64,85,flu,79.92116183,44.21576763,241
4892,5,STF-5401ad3a,John Whitehead,doctor,ICU,1,2,22,13,13,0,73,88,none,79.92116183,44.21576763,241
4893,6,STF-5401ad3a,John Whitehead,doctor,ICU,0,2,14,12,12,0,87,51,none,79.92116183,44.21576763,241
4894,7,STF-5401ad3a,John Whitehead,doctor,ICU,1,2,21,47,21,26,72,83,flu,79.92116183,44.21576763,241
4895,8,STF-5401ad3a,John Whitehead,doctor,ICU,1,2,12,10,10,0,76,98,none,79.92116183,44.21576763,241
4896,9,STF-5401ad3a,John Whitehead,doctor,ICU,0,3,11,20,11,9,97,73,none,79.92116183,44.21576763,241
4897,10,STF-5401ad3a,John Whitehead,doctor,ICU,1,3,13,8,8,0,91,56,none,79.92116183,44.21576763,241
4898,11,STF-5401ad3a,John Whitehead,doctor,ICU,0,3,14,17,14,3,61,50,none,79.92116183,44.21576763,241
4899,12,STF-5401ad3a,John Whitehead,doctor,ICU,0,3,16,13,13,0,79,94,donation,79.92116183,44.21576763,241
4900,13,STF-5401ad3a,John Whitehead,doctor,ICU,1,4,17,12,12,0,66,52,none,79.92116183,44.21576763,241
